"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 24 11:50:29 GMT 2022","Thu Feb 24 11:50:31 GMT 2022","1733","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesButton","AVINTY-008 Check add on relative button",""
"failed","Thu Feb 24 11:50:44 GMT 2022","Thu Feb 24 11:50:47 GMT 2022","2204","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesLastNameFieldEmpty","AVINTY-015 Add on relative but leave ""Last name"" field empty",""
"skipped","Thu Feb 24 11:50:27 GMT 2022","Thu Feb 24 11:50:27 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","deletePatientWithRelatives","AVINTY-004 Delete patient who has relatives",""
"passed","Thu Feb 24 11:50:51 GMT 2022","Thu Feb 24 11:50:53 GMT 2022","2146","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasValid","AVINTY-018 Edit relative datas (all datas are valid)",""
"failed","Thu Feb 24 11:50:38 GMT 2022","Thu Feb 24 11:50:40 GMT 2022","2293","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateInvalid","AVINTY-012 Add on relative (all datas are valid but birth date is invalid)",""
"failed","Thu Feb 24 11:50:53 GMT 2022","Thu Feb 24 11:50:55 GMT 2022","2166","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasCancelTheProcess","AVINTY-019 Edit relative datas, but cancel the progress",""
"failed","Thu Feb 24 11:50:47 GMT 2022","Thu Feb 24 11:50:49 GMT 2022","2251","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateFieldEmpty","AVINTY-016 Add on relative but leave ""Birth date"" field empty",""
"skipped","Thu Feb 24 11:50:27 GMT 2022","Thu Feb 24 11:50:27 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelatives","AVINTY-002 Delete patient who has no relative",""
"skipped","Thu Feb 24 11:51:04 GMT 2022","Thu Feb 24 11:51:04 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","namesSortedABCOrder","AVINTY-024 Relatives are sorted in ABC order by their names",""
"passed","Thu Feb 24 11:50:22 GMT 2022","Thu Feb 24 11:50:26 GMT 2022","3670","","tests.BasePageTest","","tests.BasePageTest","goToLandingPage","Testing test enviroment is ready. Navigate to BasePage",""
"failed","Thu Feb 24 11:50:58 GMT 2022","Thu Feb 24 11:51:00 GMT 2022","2145","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberInvalid","AVINTY-021 Edit relative datas (all datas valid but phone number invalid)",""
"failed","Thu Feb 24 11:50:27 GMT 2022","Thu Feb 24 11:50:29 GMT 2022","1664","","tests.BasePageTest","","tests.BasePageTest","validateRelativesTableHeader","AVINTY-007 Check that relatives list wiew table headlines",""
"skipped","Thu Feb 24 11:50:27 GMT 2022","Thu Feb 24 11:50:27 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","deleteARelative","AVINTY-005 Delete a relative",""
"failed","Thu Feb 24 11:50:40 GMT 2022","Thu Feb 24 11:50:42 GMT 2022","2294","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesCancelTheProgress","AVINTY-013 Add on relative (all datas valid), but cancel the progress",""
"passed","Thu Feb 24 11:50:31 GMT 2022","Thu Feb 24 11:50:33 GMT 2022","2277","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValid","AVINTY-009 Add on relative (all datas are valid)",""
