"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 25 10:01:43 GMT 2022","Fri Feb 25 10:01:45 GMT 2022","2003","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasValid","AVINTY-018 Edit relative datas (all datas are valid)",""
"passed","Fri Feb 25 10:01:53 GMT 2022","Fri Feb 25 10:01:55 GMT 2022","2014","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasModifyRelationshipDropdown","AVINTY-023 Edit relative datas, modify the Relationship dropdown",""
"passed","Fri Feb 25 10:01:15 GMT 2022","Fri Feb 25 10:01:17 GMT 2022","1398","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelativesButCancelTheProcess","AVINTY-003 Delete patient who has no relatives but cancel the progress at the end",""
"failed","Fri Feb 25 10:01:49 GMT 2022","Fri Feb 25 10:01:51 GMT 2022","1994","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberInvalid","AVINTY-021 Edit relative datas (all datas valid but phone number invalid)",""
"passed","Fri Feb 25 10:01:24 GMT 2022","Fri Feb 25 10:01:26 GMT 2022","2116","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValid","AVINTY-009 Add on relative (all datas are valid)",""
"passed","Fri Feb 25 10:01:10 GMT 2022","Fri Feb 25 10:01:14 GMT 2022","3660","","tests.BasePageTest","","tests.BasePageTest","clickingOnPatientName","AVINTY-001 Clicking on a patient name",""
"passed","Fri Feb 25 10:01:14 GMT 2022","Fri Feb 25 10:01:15 GMT 2022","1457","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelatives","AVINTY-002 Delete patient who has no relative",""
"failed","Fri Feb 25 10:01:51 GMT 2022","Fri Feb 25 10:01:53 GMT 2022","2057","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasBirthDateInvalid","AVINTY-022 Edit relative datas, modify the birt date to invalid date",""
"failed","Fri Feb 25 10:01:31 GMT 2022","Fri Feb 25 10:01:33 GMT 2022","2121","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateInvalid","AVINTY-012 Add on relative (all datas are valid but birth date is invalid)",""
"passed","Fri Feb 25 10:01:41 GMT 2022","Fri Feb 25 10:01:43 GMT 2022","2169","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumberFieldEmpty","AVINTY-017 Add on relatives but leave ""Phone number"" field empty",""
"failed","Fri Feb 25 10:01:17 GMT 2022","Fri Feb 25 10:01:18 GMT 2022","1229","","tests.BasePageTest","","tests.BasePageTest","deletePatientWithRelatives","AVINTY-004 Delete patient who has relatives",""
