"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 25 09:42:30 GMT 2022","Fri Feb 25 09:42:32 GMT 2022","2208","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumberFieldEmpty","AVINTY-017 Add on relatives but leave ""Phone number"" field empty",""
"passed","Fri Feb 25 09:42:11 GMT 2022","Fri Feb 25 09:42:12 GMT 2022","1620","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesButton","AVINTY-008 Check add on relative button",""
"failed","Fri Feb 25 09:42:09 GMT 2022","Fri Feb 25 09:42:11 GMT 2022","1519","","tests.BasePageTest","","tests.BasePageTest","validateRelativesTableHeader","AVINTY-007 Check that relatives list wiew table headlines",""
"passed","Fri Feb 25 09:41:49 GMT 2022","Fri Feb 25 09:42:01 GMT 2022","12306","","tests.BasePageTest","","tests.BasePageTest","clickingOnPatientName","AVINTY-001 Clicking on a patient name",""
"passed","Fri Feb 25 09:42:06 GMT 2022","Fri Feb 25 09:42:08 GMT 2022","1591","","tests.BasePageTest","","tests.BasePageTest","deleteARelative","AVINTY-005 Delete a relative",""
"passed","Fri Feb 25 09:42:01 GMT 2022","Fri Feb 25 09:42:03 GMT 2022","1630","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelatives","AVINTY-002 Delete patient who has no relative",""
"broken","Fri Feb 25 09:42:27 GMT 2022","Fri Feb 25 09:42:29 GMT 2022","2140","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateFieldEmpty","AVINTY-016 Add on relative but leave ""Birth date"" field empty",""
"failed","Fri Feb 25 09:42:38 GMT 2022","Fri Feb 25 09:42:40 GMT 2022","2055","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberInvalid","AVINTY-021 Edit relative datas (all datas valid but phone number invalid)",""
"passed","Fri Feb 25 09:42:42 GMT 2022","Fri Feb 25 09:42:44 GMT 2022","2054","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasModifyRelationshipDropdown","AVINTY-023 Edit relative datas, modify the Relationship dropdown",""
"passed","Fri Feb 25 09:42:32 GMT 2022","Fri Feb 25 09:42:34 GMT 2022","2017","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasValid","AVINTY-018 Edit relative datas (all datas are valid)",""
"failed","Fri Feb 25 09:42:17 GMT 2022","Fri Feb 25 09:42:19 GMT 2022","2137","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumerInvalid","AVINTY-011 Add on relative (all datas are valid but phone number is invalid)",""
"passed","Fri Feb 25 09:42:23 GMT 2022","Fri Feb 25 09:42:25 GMT 2022","2110","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesFirstNameFieldEmpty","AVINTY-014 Add on relative but leave ""First name"" field empty",""
