"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 24 22:13:25 GMT 2022","Thu Feb 24 22:13:28 GMT 2022","2166","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValid","AVINTY-009 Add on relative (all datas are valid)",""
"failed","Thu Feb 24 22:13:30 GMT 2022","Thu Feb 24 22:13:32 GMT 2022","2128","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumerInvalid","AVINTY-011 Add on relative (all datas are valid but phone number is invalid)",""
"failed","Thu Feb 24 22:13:38 GMT 2022","Thu Feb 24 22:13:40 GMT 2022","2156","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesLastNameFieldEmpty","AVINTY-015 Add on relative but leave ""Last name"" field empty",""
"failed","Thu Feb 24 22:13:32 GMT 2022","Thu Feb 24 22:13:34 GMT 2022","2157","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateInvalid","AVINTY-012 Add on relative (all datas are valid but birth date is invalid)",""
"failed","Thu Feb 24 22:13:28 GMT 2022","Thu Feb 24 22:13:30 GMT 2022","2205","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValidAndPhoneNumerToo","AVINTY-010 Add on relative (all datas are valid and phone number too)",""
"failed","Thu Feb 24 22:13:34 GMT 2022","Thu Feb 24 22:13:36 GMT 2022","2091","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesCancelTheProgress","AVINTY-013 Add on relative (all datas valid), but cancel the progress",""
"failed","Thu Feb 24 22:13:57 GMT 2022","Thu Feb 24 22:13:59 GMT 2022","2239","","tests.BasePageTest","","tests.BasePageTest","namesSortedABCOrder","AVINTY-024 Relatives are sorted in ABC order by their names",""
"passed","Thu Feb 24 22:13:45 GMT 2022","Thu Feb 24 22:13:47 GMT 2022","2046","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasValid","AVINTY-018 Edit relative datas (all datas are valid)",""
"passed","Thu Feb 24 22:13:15 GMT 2022","Thu Feb 24 22:13:16 GMT 2022","1558","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelatives","AVINTY-002 Delete patient who has no relative",""
"failed","Thu Feb 24 22:13:47 GMT 2022","Thu Feb 24 22:13:49 GMT 2022","2003","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasCancelTheProcess","AVINTY-019 Edit relative datas, but cancel the progress",""
"failed","Thu Feb 24 22:13:53 GMT 2022","Thu Feb 24 22:13:55 GMT 2022","2113","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasBirthDateInvalid","AVINTY-022 Edit relative datas, modify the birt date to invalid date",""
"passed","Thu Feb 24 22:13:06 GMT 2022","Thu Feb 24 22:13:15 GMT 2022","8784","","tests.BasePageTest","","tests.BasePageTest","clickingOnPatientName","AVINTY-001 Clicking on a patient name",""
"passed","Thu Feb 24 22:13:19 GMT 2022","Thu Feb 24 22:13:21 GMT 2022","1568","","tests.BasePageTest","","tests.BasePageTest","deleteARelative","AVINTY-005 Delete a relative",""
"passed","Thu Feb 24 22:13:55 GMT 2022","Thu Feb 24 22:13:57 GMT 2022","2046","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasModifyRelationshipDropdown","AVINTY-023 Edit relative datas, modify the Relationship dropdown",""
